Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides B1,Peptides B2,Peptides B3,Peptides D1,Peptides D2,Peptides D3,Razor + unique peptides B1,Razor + unique peptides B2,Razor + unique peptides B3,Razor + unique peptides D1,Razor + unique peptides D2,Razor + unique peptides D3,Unique peptides B1,Unique peptides B2,Unique peptides B3,Unique peptides D1,Unique peptides D2,Unique peptides D3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type B1,Identification type B2,Identification type B3,Identification type D1,Identification type D2,Identification type D3,Sequence coverage B1 [%],Sequence coverage B2 [%],Sequence coverage B3 [%],Sequence coverage D1 [%],Sequence coverage D2 [%],Sequence coverage D3 [%],Intensity,Intensity B1,Intensity B2,Intensity B3,Intensity D1,Intensity D2,Intensity D3,LFQ intensity B1,LFQ intensity B2,LFQ intensity B3,LFQ intensity D1,LFQ intensity D2,LFQ intensity D3,MS/MS count B1,MS/MS count B2,MS/MS count B3,MS/MS count D1,MS/MS count D2,MS/MS count D3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
Q8BHS3,Q8BHS3,2,2,2,Pre-mRNA-splicing factor RBM22,Rbm22,sp|Q8BHS3|RBM22_MOUSE Pre-mRNA-splicing factor RBM22 OS=Mus musculus OX=10090 GN=Rbm22 PE=1 SV=1,1,2,2,2,1,1,0,2,2,2,1,1,0,2,2,2,1,1,0,2,2,2,5,5,5,46.895,420,420,1,8,0,2.6435,By matching,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,2.6,2.6,0,5,5,5,15304000,95597,169700,0,4087100,5122000,5829600,0,0,0,198590,204850,230110,0,1,0,0,1,2,4,,,,1403,7184;11527,True;True,7518;12046,30664;30665;30666;49552;49553;49554;49555;49556,24323;39300;39301;39302,24323;39302,,,-1
Q8BHX3,Q8BHX3,2,2,2,Borealin,Cdca8,sp|Q8BHX3|BOREA_MOUSE Borealin OS=Mus musculus OX=10090 GN=Cdca8 PE=1 SV=2,1,2,2,2,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,13.8,13.8,13.8,32.214,289,289,1,4,0,5.8612,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,13.8,5.2,5.2,4861800,0,0,0,3225100,1636700,0,0,0,0,0,0,0,0,0,0,2,1,1,4,,,,1404,1729;5349,True;True,1792;5554,6944;6945;6946;22459,5407;5408;5409;17733,5407;17733,,,-1
Q8BI84,Q8BI84,6,6,6,Melanoma inhibitory activity protein 3,Mia3,sp|Q8BI84|TGO1_MOUSE Transport and Golgi organization protein 1 homolog OS=Mus musculus OX=10090 GN=Mia3 PE=1 SV=2,1,6,6,6,1,2,1,4,5,5,1,2,1,4,5,5,1,2,1,4,5,5,4.7,4.7,4.7,213.67,1930,1930,1,18,0,48.248,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.9,1.6,0.9,3.3,4,4,38798000,75310,192630,162410,12161000,11580000,14626000,0,0,0,471530,374980,481280,0,1,0,3,5,3,12,,,,1405,253;1321;1811;3810;7835;9944,True;True;True;True;True;True,261;1367;1880;3953;8196;10394,1006;1007;5228;5229;5230;7288;7289;7290;15533;15534;15535;15536;15537;15538;33454;33455;42417;42418,789;4062;4063;4064;5696;12274;12275;12276;12277;12278;26388;26389;33619,789;4062;5696;12276;26389;33619,,,-1
Q8BIA4,Q8BIA4,5,5,5,F-box/WD repeat-containing protein 8,Fbxw8,sp|Q8BIA4|FBXW8_MOUSE F-box/WD repeat-containing protein 8 OS=Mus musculus OX=10090 GN=Fbxw8 PE=1 SV=2,1,5,5,5,0,0,0,3,5,3,0,0,0,3,5,3,0,0,0,3,5,3,12.4,12.4,12.4,67.955,598,598,1,11,0,30.951,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,7.5,12.4,7,9884600,0,0,0,2570400,3710400,3603800,0,0,0,150080,173650,0,0,0,0,2,6,3,11,,,,1406,1186;3901;6419;8855;10963,True;True;True;True;True,1229;4047;6666;9249;11460,4732;4733;4734;15955;15956;27034;27035;27036;37609;37610;46978,3674;3675;3676;12634;12635;21322;21323;21324;21325;29377;37196,3674;12635;21324;29377;37196,,,-1
Q8BIE6,Q8BIE6,10,10,10,FERM domain-containing protein 4A,Frmd4a,sp|Q8BIE6|FRM4A_MOUSE FERM domain-containing protein 4A OS=Mus musculus OX=10090 GN=Frmd4a PE=1 SV=2,1,10,10,10,0,1,0,10,9,10,0,1,0,10,9,10,0,1,0,10,9,10,14.9,14.9,14.9,113.88,1020,1020,1,33,0,119.72,,By matching,,By MS/MS,By MS/MS,By MS/MS,0,1.1,0,14.9,14.1,14.9,128680000,0,18626,0,34600000,39925000,54139000,0,0,0,813940,759380,903440,0,0,0,7,7,10,24,,,,1407,1429;1556;4271;5121;5873;6108;6638;9240;9512;10014,True;True;True;True;True;True;True;True;True;True,1478;1611;4430;5319;6100;6342;6894;9654;9940;10469,5649;5650;5651;6217;6218;6219;17593;17594;17595;21505;21506;21507;24696;24697;24698;25716;25717;25718;27995;27996;27997;27998;27999;39119;39120;39121;40495;40496;40497;40498;42671;42672;42673,4404;4405;4406;4836;4837;4838;13966;13967;16986;19506;20296;20297;20298;22041;22042;22043;22044;22045;22046;30548;31964;31965;31966;33823,4406;4837;13966;16986;19506;20297;22045;30548;31965;33823,,,-1
Q8BIJ7,Q8BIJ7,1,1,1,RUN and FYVE domain-containing protein 1,Rufy1,sp|Q8BIJ7|RUFY1_MOUSE RUN and FYVE domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rufy1 PE=1 SV=1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,5.5,5.5,5.5,80.376,712,712,1,2,0,7.6206,,,,By MS/MS,,By MS/MS,0,0,0,5.5,0,5.5,3144900,0,0,0,1264600,0,1880300,0,0,0,0,0,0,0,0,0,1,0,1,2,,,,1408,8125,TRUE,8495,34600;34601,27190;27191,27191,,,-1
Q8BIQ5,Q8BIQ5,8,8,6,Cleavage stimulation factor subunit 2,Cstf2,sp|Q8BIQ5|CSTF2_MOUSE Cleavage stimulation factor subunit 2 OS=Mus musculus OX=10090 GN=Cstf2 PE=1 SV=2,1,8,8,6,0,0,0,8,7,7,0,0,0,8,7,7,0,0,0,6,5,5,17.4,17.4,14.3,61.341,580,580,1,28,0,39.417,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,17.4,16.2,16.2,395270000,0,0,0,122560000,117250000,155460000,0,0,0,5668100,4607200,5413600,0,0,0,8,9,8,25,,,,1409,238;2858;3012;3155;4677;7572;8011;9374,True;True;True;True;True;True;True;True,246;2958;3118;3119;3264;4859;7926;8379;9792,948;949;950;11451;11452;11453;12099;12100;12101;12102;12103;12104;12716;12717;12718;19526;19527;19528;19529;19530;19531;32315;34133;34134;34135;39928;39929;39930,738;739;8992;8993;8994;9493;9494;9495;9496;9497;9994;9995;9996;15521;15522;15523;15524;25563;26869;26870;26871;31476;31477;31478;31479,738;8994;9495;9994;15522;25563;26870;31479,593,335,-1
Q8BIW1,Q8BIW1,1,1,1,Protein prune homolog,Prune,sp|Q8BIW1|PRUN1_MOUSE Exopolyphosphatase PRUNE1 OS=Mus musculus OX=10090 GN=Prune1 PE=1 SV=1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,4.6,4.6,4.6,50.239,454,454,1,2,0,2.5818,,,,By MS/MS,By MS/MS,,0,0,0,4.6,4.6,0,2162800,0,0,0,2162800,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,,,,1410,8659,TRUE,9047,36828;36829,28754;28755,28755,,,-1
Q8BJ05,Q8BJ05,2,2,2,Zinc finger CCCH domain-containing protein 14,Zc3h14,sp|Q8BJ05|ZC3HE_MOUSE Zinc finger CCCH domain-containing protein 14 OS=Mus musculus OX=10090 GN=Zc3h14 PE=1 SV=1,1,2,2,2,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,4.1,4.1,4.1,82.408,735,735,1,6,0,2.726,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.9,0,1.9,1.9,2.2,1.9,3290600,31770,0,125150,455790,2171800,506060,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,1411,4159;6486,True;True,4314;6738,17095;27313;27314;27315;27316;27317,13583;21533;21534,13583;21534,,,-1
Q8BJ71,Q8BJ71,5,5,5,Nuclear pore complex protein Nup93,Nup93,sp|Q8BJ71|NUP93_MOUSE Nuclear pore complex protein Nup93 OS=Mus musculus OX=10090 GN=Nup93 PE=1 SV=1,1,5,5,5,2,5,3,1,3,2,2,5,3,1,3,2,2,5,3,1,3,2,9.4,9.4,9.4,93.28,819,819,1,17,0,35.94,By MS/MS,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,2.9,9.4,4.3,1.3,7.1,5.3,54177000,336260,5086800,902310,1531100,17489000,28832000,0,1798000,0,0,1040500,1123800,2,3,2,0,3,1,11,,,,1412,638;3120;4332;7134;7324,True;True;True;True;True,664;3229;4492;7467;7666,2529;2530;2531;12594;17835;17836;17837;17838;30463;30464;30465;30466;31294;31295;31296;31297;31298,1969;1970;1971;9901;14151;14152;24182;24183;24184;24792;24793,1969;9901;14151;24183;24792,,,-1
Q8BJS8,Q8BJS8,1,1,1,Mdm2-binding protein,Mtbp,sp|Q8BJS8|MTBP_MOUSE Mdm2-binding protein OS=Mus musculus OX=10090 GN=Mtbp PE=1 SV=1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,2.1,2.1,2.1,100.31,894,894,1,2,0.0060289,1.7727,,,,By MS/MS,By MS/MS,,0,0,0,2.1,2.1,0,556350,0,0,0,556350,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,,,,1413,11219,TRUE,11721,48114;48115,38100;38101,38100,,,-1
Q8BJU0,Q8BJU0,5,5,5,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,Sgta,sp|Q8BJU0|SGTA_MOUSE Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Mus musculus OX=10090 GN=Sgta PE=1 SV=2,1,5,5,5,2,2,1,4,4,4,2,2,1,4,4,4,2,2,1,4,4,4,21.9,21.9,21.9,34.322,315,315,1,20,0,20.743,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,8.3,8.3,5.4,19,19,19,39017000,82621,127300,96632,14892000,9916800,13902000,0,0,0,527800,382780,468880,0,1,1,4,1,5,12,,,,1414,316;569;3492;6023;6948,True;True;True;True;True,327;592;3616;6254;6255;7239,1268;1269;1270;2250;2251;2252;2253;2254;2255;14099;14100;25383;25384;25385;25386;25387;29295;29296;29297;29298,1001;1002;1003;1762;1763;1764;1765;11118;20044;20045;22987;22988;22989,1003;1764;11118;20045;22987,594,103,-1
Q8BJU9,Q8BJU9,1,1,1,"Peptide chain release factor 1-like, mitochondrial",Mtrf1l,"sp|Q8BJU9|RF1ML_MOUSE Peptide chain release factor 1-like, mitochondrial OS=Mus musculus OX=10090 GN=Mtrf1l PE=2 SV=1",1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,3.5,3.5,3.5,42.248,373,373,1,3,0.00087642,2.339,,,,By MS/MS,By matching,By MS/MS,0,0,0,3.5,3.5,3.5,1357800,0,0,0,482730,354320,520760,0,0,0,0,0,0,0,0,0,1,0,1,2,,,,1415,3511,TRUE,3635,14171;14172;14173,11191;11192,11192,,,-1
Q8BJW6,Q8BJW6,5,5,5,"Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed",Eif2a,sp|Q8BJW6|EIF2A_MOUSE Eukaryotic translation initiation factor 2A OS=Mus musculus OX=10090 GN=Eif2a PE=1 SV=2,1,5,5,5,3,4,4,5,5,4,3,4,4,5,5,4,3,4,4,5,5,4,10.5,10.5,10.5,64.403,581,581,1,25,0,21.279,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.7,8.1,8.1,10.5,10.5,8.8,45938000,401700,1468800,1231700,7771300,19878000,15186000,431640,354750,313080,351500,450810,481770,1,2,3,5,5,4,20,,,,1416,309;601;3156;8660;11413,True;True;True;True;True,320;626;3265;9048;11929,1242;1243;1244;1245;1246;1247;2397;2398;2399;2400;2401;12719;12720;12721;12722;12723;12724;36830;36831;36832;48984;48985;48986;48987;48988,981;982;983;984;985;1871;1872;1873;9997;9998;9999;10000;10001;10002;28756;28757;28758;38805;38806;38807,985;1873;10002;28756;38805,,,-1
Q8BJY1,Q8BJY1,4,4,4,26S proteasome non-ATPase regulatory subunit 5,Psmd5,sp|Q8BJY1|PSMD5_MOUSE 26S proteasome non-ATPase regulatory subunit 5 OS=Mus musculus OX=10090 GN=Psmd5 PE=1 SV=4,1,4,4,4,1,3,3,2,1,1,1,3,3,2,1,1,1,3,3,2,1,1,8.5,8.5,8.5,55.971,504,504,1,11,0,8.9355,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2,6,6,4.6,2,2,7281800,87716,855510,735920,3018900,1184400,1399300,0,296540,295510,208300,0,0,0,3,3,3,1,1,11,,,,1417,1932;6589;10333;11408,True;True;True;True,2003;6844;10800;11924,7761;7762;7763;7764;7765;7766;27794;44204;44205;48966;48967,6063;6064;6065;6066;6067;21887;35111;35112;35113;38791;38792,6064;21887;35112;38791,,,-1
Q8BK35,Q8BK35,2,2,2,,Gltscr2,sp|Q8BK35|NOP53_MOUSE Ribosome biogenesis protein NOP53 OS=Mus musculus OX=10090 GN=Nop53 PE=1 SV=1,1,2,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,8.5,8.5,8.5,55.792,484,484,1,2,0.002895,1.9333,,,,,By MS/MS,,0,0,0,0,8.5,0,2412500,0,0,0,0,2412500,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,1418,5846;7742,True;True,6069;8101,24579;33050,19415;26105,19415;26105,,,-1
Q8BK58,Q8BK58,2,2,2,HSPB1-associated protein 1,Hspbap1,sp|Q8BK58|HBAP1_MOUSE HSPB1-associated protein 1 OS=Mus musculus OX=10090 GN=Hspbap1 PE=1 SV=2,1,2,2,2,0,0,1,2,2,2,0,0,1,2,2,2,0,0,1,2,2,2,4.8,4.8,4.8,54.395,483,483,1,7,0,2.942,,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,0,2.3,4.8,4.8,4.8,7136600,0,0,143520,1615200,1729900,3648000,0,0,0,0,0,0,0,0,0,2,1,2,5,,,,1419,2865;4491,True;True,2965;4663,11475;11476;11477;18668;18669;18670;18671,9011;9012;9013;14856;14857,9012;14856,,,-1
Q8BK64,Q8BK64,6,6,6,Activator of 90 kDa heat shock protein ATPase homolog 1,Ahsa1,sp|Q8BK64|AHSA1_MOUSE Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Mus musculus OX=10090 GN=Ahsa1 PE=1 SV=2,1,6,6,6,2,3,3,5,4,6,2,3,3,5,4,6,2,3,3,5,4,6,25.4,25.4,25.4,38.117,338,338,1,36,0,118.93,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,9.8,13,13,23.1,19.8,25.4,332260000,164330,1349200,1320400,91112000,106510000,131800000,0,1280200,1254400,4060200,4118700,5125800,1,1,1,9,9,9,30,,,,1420,73;2137;2454;3069;6319;10335,True;True;True;True;True;True,75;2217;2544;2545;3176;6564;10802,283;284;285;286;287;288;8557;8558;8559;9770;9771;9772;9773;9774;9775;9776;9777;9778;9779;9780;9781;9782;9783;9784;12365;12366;12367;12368;26617;44210;44211;44212;44213;44214;44215;44216,205;206;207;208;209;210;6659;6660;6661;6662;6663;6664;7668;7669;7670;7671;7672;7673;7674;7675;7676;7677;9723;20997;35117;35118;35119;35120;35121;35122,209;6661;7674;9723;20997;35120,595,252,-1
Q8BK67,Q8BK67,9,9,9,Protein RCC2,Rcc2,sp|Q8BK67|RCC2_MOUSE Protein RCC2 OS=Mus musculus OX=10090 GN=Rcc2 PE=1 SV=1,1,9,9,9,3,5,5,8,8,8,3,5,5,8,8,8,3,5,5,8,8,8,22.7,22.7,22.7,55.983,520,520,1,54,0,116.44,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,11.3,15,13.5,21.3,19.4,21.3,450480000,3445800,9882500,8790200,119310000,116470000,192580000,2559900,2385300,2264500,2717000,2921000,2966400,5,4,5,11,9,12,46,,,,1421,21;1012;3288;5767;6351;8550;9270;9708;10332,True;True;True;True;True;True;True;True;True,22;1051;3406;5986;5987;6598;8929;9685;10149;10799,84;85;4046;4047;4048;4049;13273;13274;13275;24225;24226;24227;24228;24229;24230;24231;24232;24233;24234;24235;24236;24237;24238;24239;24240;24241;24242;24243;24244;24245;24246;24247;26759;36294;36295;36296;36297;39243;39244;39245;39246;39247;39248;41464;41465;41466;41467;41468;41469;44199;44200;44201;44202;44203,65;66;3172;3173;3174;10441;10442;10443;19120;19121;19122;19123;19124;19125;19126;19127;19128;19129;19130;19131;19132;19133;19134;19135;19136;21108;28378;28379;28380;30658;30659;30660;30661;30662;30663;30664;30665;30666;32844;32845;32846;35106;35107;35108;35109;35110,66;3172;10442;19129;21108;28380;30664;32846;35109,596,369,-1
Q8BK72,Q8BK72,1,1,1,"28S ribosomal protein S27, mitochondrial",Mrps27,"sp|Q8BK72|RT27_MOUSE 28S ribosomal protein S27, mitochondrial OS=Mus musculus OX=10090 GN=Mrps27 PE=1 SV=2",1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,2.7,2.7,2.7,47.778,415,415,1,3,0,3.6575,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,2.7,2.7,2.7,991040,0,0,0,322090,314840,354120,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,1422,2199,TRUE,2282,8786;8787;8788,6829;6830;6831,6829,,,-1
Q8BKC5,Q8BKC5,8,8,8,Importin-5,Ipo5,sp|Q8BKC5|IPO5_MOUSE Importin-5 OS=Mus musculus OX=10090 GN=Ipo5 PE=1 SV=3,1,8,8,8,2,4,7,2,6,6,2,4,7,2,6,6,2,4,7,2,6,6,8.6,8.6,8.6,123.59,1097,1097,1,27,0,63.053,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.6,4.7,7.7,2.1,6.1,6.1,48831000,269920,3203700,4084100,1907100,22612000,16754000,0,978920,1080100,0,589480,437480,1,4,7,1,6,5,24,,,,1423,1866;2545;2819;3691;5214;7918;8929;10444,True;True;True;True;True;True;True;True,1937;2638;2918;3826;5414;8279;9324;10914,7518;7519;7520;7521;7522;7523;10165;10166;10167;11289;11290;11291;11292;14994;14995;21855;21856;21857;21858;21859;33773;33774;33775;33776;37912;44702;44703,5875;5876;5877;5878;7964;7965;8863;8864;8865;8866;11867;11868;17259;17260;17261;17262;17263;17264;17265;26621;29617;35498;35499;35500,5875;7965;8865;11867;17260;26621;29617;35498,597;598;599,61;145;450,-1
Q8BKI2,Q8BKI2,2,2,2,Trinucleotide repeat-containing gene 6B protein,Tnrc6b,sp|Q8BKI2|TNR6B_MOUSE Trinucleotide repeat-containing gene 6B protein OS=Mus musculus OX=10090 GN=Tnrc6b PE=1 SV=2,1,2,2,2,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,2.5,2.5,2.5,191.96,1810,1810,1,4,0,5.942,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,2.5,0.8,0.8,5453100,0,0,0,2820200,1344400,1288500,0,0,0,0,0,0,0,0,0,2,0,1,3,,,,1424,3008;3009,True;True,3114;3115,12086;12087;12088;12089,9481;9482;9483,9482;9483,,,-1
Q8BKS9,Q8BKS9,2,2,2,Pumilio domain-containing protein KIAA0020,Kiaa0020,sp|Q8BKS9|PUM3_MOUSE Pumilio homolog 3 OS=Mus musculus OX=10090 GN=Pum3 PE=1 SV=2,1,2,2,2,0,1,1,2,2,2,0,1,1,2,2,2,0,1,1,2,2,2,6.2,6.2,6.2,72.799,647,647,1,8,0,21.838,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,3.9,2.3,6.2,6.2,6.2,10032000,0,89381,1294000,2157200,2747700,3744100,0,0,0,171520,200240,143340,0,0,0,1,2,1,4,,,,1425,1876;3811,True;True,1947;3954,7556;7557;7558;7559;15539;15540;15541;15542,5909;12279;12280;12281,5909;12279,,,-1
Q8BKT7,Q8BKT7,1,1,1,THO complex subunit 5 homolog,Thoc5,sp|Q8BKT7|THOC5_MOUSE THO complex subunit 5 homolog OS=Mus musculus OX=10090 GN=Thoc5 PE=1 SV=2,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,3.1,3.1,3.1,78.685,683,683,1,3,0.00045767,2.5608,,By MS/MS,,,By MS/MS,By MS/MS,0,3.1,0,0,3.1,3.1,3062400,0,219920,0,0,1175700,1666900,0,0,0,0,0,0,0,1,0,0,1,1,3,,,,1426,11535,TRUE,12055,49588;49589;49590,39324;39325;39326,39326,,,-1
Q8BKZ9,Q8BKZ9,2,2,2,"Pyruvate dehydrogenase protein X component, mitochondrial",Pdhx,"sp|Q8BKZ9|ODPX_MOUSE Pyruvate dehydrogenase protein X component, mitochondrial OS=Mus musculus OX=10090 GN=Pdhx PE=1 SV=1",1,2,2,2,0,0,0,2,2,1,0,0,0,2,2,1,0,0,0,2,2,1,7,7,7,53.998,501,501,1,5,0,16.018,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,7,7,1.8,17550000,0,0,0,5362700,8007800,4179100,0,0,0,460440,551530,0,0,0,0,2,2,1,5,,,,1427,6703;10883,True;True,6962;11378,28264;28265;46620;46621;46622,22246;22247;36951;36952;36953,22246;36952,,,-1
Q8BL48,Q8BL48,4,4,4,RING finger protein unkempt homolog,Unk,sp|Q8BL48|UNK_MOUSE RING finger protein unkempt homolog OS=Mus musculus OX=10090 GN=Unk PE=1 SV=1,1,4,4,4,0,0,1,3,2,4,0,0,1,3,2,4,0,0,1,3,2,4,7.5,7.5,7.5,88.057,810,810,1,10,0,10.686,,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,0,1.1,3.2,2,7.5,9633400,0,0,16837,5168100,962970,3485600,0,0,0,275720,84813,161410,0,0,0,2,1,3,6,,,,1428,3235;6015;9151;9169,True;True;True;True,3350;6245;9562;9580,13052;25343;25344;25345;25346;38788;38789;38790;38853;38854,10265;20021;20022;30276;30277;30278;30329,10265;20022;30276;30329,,,-1
Q8BL66,Q8BL66,5,5,5,Early endosome antigen 1,Eea1,sp|Q8BL66|EEA1_MOUSE Early endosome antigen 1 OS=Mus musculus OX=10090 GN=Eea1 PE=1 SV=2,1,5,5,5,0,0,0,5,5,5,0,0,0,5,5,5,0,0,0,5,5,5,4.8,4.8,4.8,160.91,1411,1411,1,16,0,19.054,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,4.8,4.8,4.8,11862000,0,0,0,3421200,5092500,3347900,0,0,0,246580,288310,237970,0,0,0,4,4,3,11,,,,1429,3912;5995;6007;7411;8979,True;True;True;True;True,4058;6225;6237;7759;9376,15996;15997;15998;25262;25263;25264;25306;25307;25308;25309;31650;31651;31652;38112;38113;38114,12674;12675;12676;19964;19965;19966;19996;19997;25071;25072;29751,12674;19966;19997;25072;29751,,,-1
Q8BL74,Q8BL74,1,1,1,General transcription factor 3C polypeptide 2,Gtf3c2,sp|Q8BL74|TF3C2_MOUSE General transcription factor 3C polypeptide 2 OS=Mus musculus OX=10090 GN=Gtf3c2 PE=2 SV=2,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0.9,0.9,0.9,100.27,907,907,1,3,0.0071942,1.7372,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,0.9,0.9,0.9,1605700,0,0,0,431930,539040,634700,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,1430,9126,TRUE,9536,38697;38698;38699,30208;30209;30210,30208,,,-1
Q8BL95,Q8BL95,1,1,1,UPF0769 protein C21orf59 homolog,,sp|Q8BL95|CF298_MOUSE Cilia- and flagella-associated protein 298 OS=Mus musculus OX=10090 GN=Cfap298 PE=1 SV=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.9,5.9,5.9,33.19,290,290,1,6,0,7.8213,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5.9,5.9,5.9,5.9,5.9,5.9,14302000,55774,241020,122890,4140800,4038500,5703300,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,1431,3280,TRUE,3396,13234;13235;13236;13237;13238;13239,10412;10413;10414,10414,,,-1
Q8BL97,Q8BL97,4,4,3,Serine/arginine-rich splicing factor 7,Srsf7,sp|Q8BL97|SRSF7_MOUSE Serine/arginine-rich splicing factor 7 OS=Mus musculus OX=10090 GN=Srsf7 PE=1 SV=1,1,4,4,3,0,0,0,4,3,2,0,0,0,4,3,2,0,0,0,3,2,2,17.6,17.6,17.6,30.817,267,267,1,9,0,6.8592,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,17.6,11.2,11.2,33029000,0,0,0,12854000,10778000,9396600,0,0,0,753090,617730,796110,0,0,0,4,1,2,7,,,,1432,198;7380;7382;11005,True;True;True;True,205;7728;7730;11502,791;792;793;31538;31539;31546;31547;31548;47125,621;622;623;24984;24988;24989;37313,621;24984;24988;37313,,,-1
Q8BLH7,Q8BLH7,1,1,1,HIRA-interacting protein 3,Hirip3,sp|Q8BLH7|HIRP3_MOUSE HIRA-interacting protein 3 OS=Mus musculus OX=10090 GN=Hirip3 PE=1 SV=1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.7,2.7,2.7,65.214,601,601,1,1,0.001292,2.2037,,,,By MS/MS,,,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,1433,831,TRUE,863,3270,2566,2566,,,-1
Q8BLJ3,Q8BLJ3,3,3,3,PI-PLC X domain-containing protein 3,Plcxd3,sp|Q8BLJ3|PLCX3_MOUSE PI-PLC X domain-containing protein 3 OS=Mus musculus OX=10090 GN=Plcxd3 PE=1 SV=1,1,3,3,3,1,2,3,3,3,3,1,2,3,3,3,3,1,2,3,3,3,3,15.6,15.6,15.6,36.313,321,321,1,15,0,11.372,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.9,15.6,15.6,15.6,15.6,15.6,48050000,186320,1189200,1392700,12509000,16180000,16593000,0,531340,468770,495470,517160,510810,0,0,1,3,2,2,8,,,,1434,4619;7549;9934,True;True;True,4799;7903;10383,19263;19264;19265;19266;19267;19268;32220;32221;32222;32223;42372;42373;42374;42375;42376,15331;15332;25491;33576;33577;33578;33579;33580,15331;25491;33577,,,-1
