Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides B1,Peptides B2,Peptides B3,Peptides D1,Peptides D2,Peptides D3,Razor + unique peptides B1,Razor + unique peptides B2,Razor + unique peptides B3,Razor + unique peptides D1,Razor + unique peptides D2,Razor + unique peptides D3,Unique peptides B1,Unique peptides B2,Unique peptides B3,Unique peptides D1,Unique peptides D2,Unique peptides D3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type B1,Identification type B2,Identification type B3,Identification type D1,Identification type D2,Identification type D3,Sequence coverage B1 [%],Sequence coverage B2 [%],Sequence coverage B3 [%],Sequence coverage D1 [%],Sequence coverage D2 [%],Sequence coverage D3 [%],Intensity,Intensity B1,Intensity B2,Intensity B3,Intensity D1,Intensity D2,Intensity D3,LFQ intensity B1,LFQ intensity B2,LFQ intensity B3,LFQ intensity D1,LFQ intensity D2,LFQ intensity D3,MS/MS count B1,MS/MS count B2,MS/MS count B3,MS/MS count D1,MS/MS count D2,MS/MS count D3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
Q9DBG5,Q9DBG5,3,3,3,Perilipin-3,Plin3,sp|Q9DBG5|PLIN3_MOUSE Perilipin-3 OS=Mus musculus OX=10090 GN=Plin3 PE=1 SV=1,1,3,3,3,1,1,1,2,3,2,1,1,1,2,3,2,1,1,1,2,3,2,11,11,11,47.262,437,437,1,13,0,9.7502,By matching,By matching,By matching,By MS/MS,By MS/MS,By MS/MS,2.7,6.4,2.7,4.6,11,9.2,11362000,31416,1342000,25413,157770,4373800,5431300,241540,0,0,0,1064300,396370,0,0,0,1,5,1,7,,,,2073,6344;7429;8859,True;True;True,6635;7823;9313,32736;32737;32738;32739;32740;32741;32742;32743;38719;38720;45853;45854;45855,24702;24703;29387;29388;34413;34414;34415,24702;29388;34415,,,10090
Q9DBG6,Q9DBG6,4,4,4,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,Rpn2,sp|Q9DBG6|RPN2_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Mus musculus OX=10090 GN=Rpn2 PE=1 SV=1,1,4,4,4,2,0,0,3,4,2,2,0,0,3,4,2,2,0,0,3,4,2,11.4,11.4,11.4,69.062,631,631,1,12,0,35.127,By MS/MS,,,By MS/MS,By MS/MS,By MS/MS,3.6,0,0,11.4,11.4,7.3,8486700,675530,0,0,2681600,3134300,1995300,324190,0,0,230020,240740,238580,1,0,0,3,4,2,10,,,,2074,707;2225;9254;9516,True;True;True;True,744;2326;9731;10002,3430;3431;3432;10817;10818;48055;48056;48057;49573;49574;49575;49576,2624;2625;2626;2627;8132;36442;36443;37686;37687;37688,2625;8132;36442;37688,,,10090
Q9DBG7,Q9DBG7,3,3,3,Signal recognition particle receptor subunit alpha,Srpr,sp|Q9DBG7|SRPRA_MOUSE Signal recognition particle receptor subunit alpha OS=Mus musculus OX=10090 GN=Srpra PE=1 SV=1,1,3,3,3,3,2,1,3,2,2,3,2,1,3,2,2,3,2,1,3,2,2,6,6,6,69.622,636,636,1,13,0,7.7122,By MS/MS,By MS/MS,By matching,By MS/MS,By MS/MS,By MS/MS,6,4.4,2.2,6,3.8,3.8,9663500,819130,724840,475080,3558700,124890,3960900,713640,0,0,605990,0,498360,2,1,0,3,2,2,10,,,,2075,2837;6758;7141,True;True;True,2958;7092;7522,13863;13864;13865;34857;34858;34859;34860;37240;37241;37242;37243;37244;37245,10406;10407;10408;26131;26132;26133;28306;28307;28308;28309,10408;26133;28308,784,1,10090
Q9DBH5,Q9DBH5,7,7,7,Vesicular integral-membrane protein VIP36,Lman2,sp|Q9DBH5|LMAN2_MOUSE Vesicular integral-membrane protein VIP36 OS=Mus musculus OX=10090 GN=Lman2 PE=1 SV=2,1,7,7,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,6,7,26.3,26.3,26.3,40.429,358,358,1,41,0,34.859,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,22.6,26.3,26.3,26.3,26.3,26.3,97987000,5206700,5769600,3186000,23063000,19037000,41725000,3022600,2503100,2253900,3076300,2633400,3074900,3,3,2,6,6,7,27,,,,2076,1001;1171;1226;6193;7042;7165;9503,True;True;True;True;True;True;True,1053;1228;1285;6477;7413;7547;9989,4896;4897;4898;4899;5650;5651;5652;5653;5654;5655;5656;5904;5905;5906;5907;5908;5909;31938;31939;31940;31941;31942;31943;31944;36678;36679;36680;36681;36682;37378;37379;37380;37381;37382;37383;49504;49505;49506;49507;49508;49509,3781;4309;4310;4311;4312;4502;4503;4504;4505;4506;24128;24129;24130;24131;24132;24133;27884;27885;27886;28401;28402;28403;28404;28405;37634;37635;37636,3781;4311;4506;24131;27885;28403;37636,,,10090
Q9DBJ1;O70250,Q9DBJ1,13;3,13;3,13;3,Phosphoglycerate mutase 1,Pgam1,sp|Q9DBJ1|PGAM1_MOUSE Phosphoglycerate mutase 1 OS=Mus musculus OX=10090 GN=Pgam1 PE=1 SV=3,2,13,13,13,12,10,9,13,12,11,12,10,9,13,12,11,12,10,9,13,12,11,58.3,58.3,58.3,28.832,254,254;253,1,92,0,97.852,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,53.9,52.4,48,58.3,58.3,52.4,919560000,84308000,84413000,56446000,251210000,189870000,253320000,18270000,17853000,19273000,13684000,12850000,11093000,12,12,8,14,13,15,74,,,,2077,63;475;2546;2547;3400;3515;3757;3758;7056;8211;8245;9061;10177,True;True;True;True;True;True;True;True;True;True;True;True;True,66;500;2656;2657;3546;3666;3667;3923;3924;7428;7429;8626;8627;8670;9521;10698,305;306;307;308;2304;2305;2306;2307;2308;2309;12456;12457;12458;12459;12460;12461;12462;12463;12464;16734;16735;16736;16737;17329;17330;17331;17332;17333;17334;17335;17336;17337;17338;17339;17340;18667;18668;18669;18670;18671;18672;18673;18674;18675;18676;36760;36761;36762;36763;36764;36765;36766;36767;36768;36769;36770;36771;36772;36773;36774;36775;36776;42691;42692;42693;42694;42695;42696;42697;42698;42699;42700;42701;42947;42948;42949;42950;42951;42952;47113;47114;47115;47116;47117;47118;53043;53044;53045;53046;53047;53048;53049,243;244;1760;1761;1762;1763;1764;1765;9340;9341;9342;9343;9344;9345;12665;12666;12667;12668;13128;13129;13130;13131;13132;13133;13134;13135;13136;13137;13138;13139;13140;14180;14181;14182;14183;14184;14185;14186;27944;27945;27946;27947;27948;27949;27950;27951;27952;27953;27954;32045;32046;32047;32048;32049;32050;32051;32052;32053;32054;32055;32230;32231;32232;32233;32234;32235;35705;40355;40356;40357;40358;40359;40360;40361,244;1765;9341;9343;12668;13134;14181;14186;27946;32050;32235;35705;40355,785;786;787,126;206;230,10090;10090
Q9DBJ3,Q9DBJ3,2,2,2,Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1,Baiap2l1,sp|Q9DBJ3|BI2L1_MOUSE Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 OS=Mus musculus OX=10090 GN=Baiap2l1 PE=1 SV=1,1,2,2,2,0,0,1,2,1,1,0,0,1,2,1,1,0,0,1,2,1,1,9.1,9.1,9.1,57.187,514,514,1,5,0,269.87,,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,0,3.1,9.1,3.1,3.1,10332000,0,0,264160,2779100,3040600,4248200,0,0,0,0,0,0,0,0,1,2,1,1,5,,,,2078,9426;9486,True;True,9908;9972,49102;49413;49414;49415;49416,37321;37562;37563;37564;37565,37321;37564,,,10090
Q9DBL7,Q9DBL7,4,4,4,Bifunctional coenzyme A synthase;Phosphopantetheine adenylyltransferase;Dephospho-CoA kinase,Coasy,sp|Q9DBL7|COASY_MOUSE Bifunctional coenzyme A synthase OS=Mus musculus OX=10090 GN=Coasy PE=1 SV=2,1,4,4,4,3,4,3,4,4,4,3,4,3,4,4,4,3,4,3,4,4,4,12.8,12.8,12.8,62.022,563,563,1,27,0,39.958,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10.7,12.8,10.7,12.8,12.8,12.8,39880000,2662400,7506200,3438300,7314600,8472300,10486000,1099200,2235700,1938200,612750,562600,603430,2,5,3,2,2,2,16,,,,2079,1214;4167;4221;6180,True;True;True;True,1273;4345;4403;6464,5839;5840;5841;5842;5843;5844;5845;5846;5847;20865;20866;20867;20868;20869;20870;21158;21159;21160;21161;31879;31880;31881;31882;31883;31884;31885;31886,4442;4443;4444;4445;4446;4447;4448;4449;15890;16089;16090;16091;16092;24085;24086;24087,4445;15890;16089;24086,,,10090
Q9DBL9,Q9DBL9,1,1,1,1-acylglycerol-3-phosphate O-acyltransferase ABHD5,Abhd5,sp|Q9DBL9|ABHD5_MOUSE 1-acylglycerol-3-phosphate O-acyltransferase ABHD5 OS=Mus musculus OX=10090 GN=Abhd5 PE=1 SV=1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4.6,4.6,4.6,39.154,351,351,1,1,0.0090909,1.6802,,,,,,By MS/MS,0,0,0,0,0,4.6,916180,0,0,0,0,0,916180,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,2080,418,TRUE,441,2046,1573,1573,,,10090
Q9DBP5,Q9DBP5,2,2,2,UMP-CMP kinase,Cmpk1,sp|Q9DBP5|KCY_MOUSE UMP-CMP kinase OS=Mus musculus OX=10090 GN=Cmpk1 PE=1 SV=1,1,2,2,2,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,1,1,2,14.8,14.8,14.8,22.165,196,196,1,4,0,5.2793,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,6.6,6.6,14.8,15674000,0,0,0,4710100,4621000,6342700,0,0,0,0,0,0,0,0,0,1,1,2,4,,,,2081,4984;6750,True;True,5212;7082,25553;25554;25555;34807,19416;19417;19418;26097,19418;26097,788,1,10090
Q9DBR0,Q9DBR0,1,1,1,A-kinase anchor protein 8,Akap8,sp|Q9DBR0|AKAP8_MOUSE A-kinase anchor protein 8 OS=Mus musculus OX=10090 GN=Akap8 PE=1 SV=1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,3.2,3.2,3.2,76.293,687,687,1,4,0,6.4768,,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,0,3.2,3.2,3.2,3.2,5899100,0,0,99916,1701100,2040100,2057900,0,0,0,0,0,0,0,0,1,1,1,1,4,,,,2082,1513,TRUE,1584,7309;7310;7311;7312,5567;5568;5569;5570,5568,,,10090
Q9DBR1,Q9DBR1,7,7,7,5-3 exoribonuclease 2,Xrn2,sp|Q9DBR1|XRN2_MOUSE 5-3 exoribonuclease 2 OS=Mus musculus OX=10090 GN=Xrn2 PE=1 SV=1,1,7,7,7,7,5,5,6,6,5,7,5,5,6,6,5,7,5,5,6,6,5,10,10,10,108.69,951,951,1,34,0,101.8,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,10,7.8,7.8,8.8,8.8,7.3,47783000,5155200,5960900,4228400,13960000,9623300,8855400,1398100,1227700,1421700,818580,885650,809900,4,2,2,5,5,5,23,,,,2083,5506;7197;7783;8075;8153;9013;9238,True;True;True;True;True;True;True,5759;7580;8186;8486;8568;9471;9715,28393;28394;28395;28396;28397;28398;37546;37547;37548;37549;37550;37551;40525;40526;40527;40528;42031;42032;42033;42034;42035;42036;42417;46896;46897;46898;46899;46900;46901;47977;47978;47979;47980;47981,21522;21523;21524;21525;21526;21527;28538;28539;30579;30580;30581;31594;31595;31596;31861;35540;35541;35542;35543;35544;36380;36381;36382;36383,21524;28539;30579;31596;31861;35540;36383,,,10090
Q9DBR2,Q9DBR2,1,1,1,Protein FAM13C,Fam13c,sp|Q9DBR2|FA13C_MOUSE Protein FAM13C OS=Mus musculus OX=10090 GN=Fam13c PE=1 SV=2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2.7,2.7,2.7,66.98,601,601,1,1,0,4.2357,,,,,,By MS/MS,0,0,0,0,0,2.7,902650,0,0,0,0,0,902650,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,2084,6197,TRUE,6481,31958,24140,24140,,,10090
Q9DBR3,Q9DBR3,1,1,1,Armadillo repeat-containing protein 8,Armc8,sp|Q9DBR3|ARMC8_MOUSE Armadillo repeat-containing protein 8 OS=Mus musculus OX=10090 GN=Armc8 PE=1 SV=2,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1.6,1.6,1.6,75.363,673,673,1,5,0,5.7015,By MS/MS,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,1.6,1.6,0,1.6,1.6,1.6,2993700,243500,229160,0,1004800,701560,814660,0,0,0,0,0,0,1,1,0,1,1,1,5,,,,2085,547,TRUE,579,2632;2633;2634;2635;2636,2009;2010;2011;2012;2013,2012,,,10090
Q9DBR7;Q8BG95,Q9DBR7;Q8BG95,3;2,3;2,3;2,Protein phosphatase 1 regulatory subunit 12A;Protein phosphatase 1 regulatory subunit 12B,Ppp1r12a;Ppp1r12b,sp|Q9DBR7|MYPT1_MOUSE Protein phosphatase 1 regulatory subunit 12A OS=Mus musculus OX=10090 GN=Ppp1r12a PE=1 SV=2;sp|Q8BG95|MYPT2_MOUSE Protein phosphatase 1 regulatory subunit 12B OS=Mus musculus OX=10090 GN=Ppp1r12b PE=1 SV=2,2,3,3,3,1,0,0,2,3,3,1,0,0,2,3,3,1,0,0,2,3,3,3,3,3,114.99,1029,1029;976,1,9,0,7.5711,By matching,,,By MS/MS,By MS/MS,By MS/MS,1.5,0,0,3,3,3,14772000,579990,0,0,3754200,3650000,6788300,0,0,0,425990,306470,467780,0,0,0,2,2,3,7,,,,2086,8209;8992;9073,True;True;True,8624;9450;9534,42678;42679;42680;46802;46803;47195;47196;47197;47198,32041;32042;32043;35471;35778;35779;35780,32043;35471;35780,,,10090;10090
Q9DBS1,Q9DBS1,1,1,1,Transmembrane protein 43,Tmem43,sp|Q9DBS1|TMM43_MOUSE Transmembrane protein 43 OS=Mus musculus OX=10090 GN=Tmem43 PE=1 SV=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,44.783,400,400,1,6,0,4.8784,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,5,5,5,5,5,5,9485500,655600,840200,526850,2022200,2274500,3166100,0,0,0,0,0,0,1,1,1,1,2,1,7,,,,2087,8457,TRUE,8886,43902;43903;43904;43905;43906;43907,32947;32948;32949;32950;32951;32952;32953,32951,,,10090
Q9DBS5,Q9DBS5,2,1,1,Kinesin light chain 4,Klc4,sp|Q9DBS5|KLC4_MOUSE Kinesin light chain 4 OS=Mus musculus OX=10090 GN=Klc4 PE=1 SV=1,1,2,1,1,0,0,0,2,2,2,0,0,0,1,1,1,0,0,0,1,1,1,5.2,2.3,2.3,68.612,619,619,1,3,0.0014641,2.38,,,,By matching,By matching,By MS/MS,0,0,0,5.2,5.2,5.2,2266300,0,0,0,664340,508500,1093400,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,2088,1011;9408,False;True,1064;9890,4959;4960;4961;4962;49000;49001;49002,3823;3824;3825;3826;37242,3824;37242,,,10090
Q9DBT5,Q9DBT5,5,5,5,AMP deaminase 2,Ampd2,sp|Q9DBT5|AMPD2_MOUSE AMP deaminase 2 OS=Mus musculus OX=10090 GN=Ampd2 PE=1 SV=1,1,5,5,5,3,3,2,3,3,5,3,3,2,3,3,5,3,3,2,3,3,5,6.3,6.3,6.3,92.023,798,798,1,19,0,9.5205,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,3.3,3.3,2.4,3.3,3.3,6.3,12212000,468250,895030,478570,3432900,2665000,4272500,400870,372620,428790,401930,375360,394000,1,2,1,2,3,5,14,,,,2089,3380;3513;8274;8532;10605,True;True;True;True;True,3526;3664;8699;8966;11143,16625;16626;16627;16628;16629;17319;17320;17321;17322;17323;17324;43087;44278;55222;55223;55224;55225;55226;55227,12563;13120;13121;13122;13123;13124;13125;32329;33238;41981;41982;41983;41984;41985,12563;13125;32329;33238;41982,,,10090
Q9DBX2,Q9DBX2,3,3,3,Phosducin-like protein,Pdcl,sp|Q9DBX2|PHLP_MOUSE Phosducin-like protein OS=Mus musculus OX=10090 GN=Pdcl PE=1 SV=1,1,3,3,3,0,0,0,1,1,3,0,0,0,1,1,3,0,0,0,1,1,3,17.6,17.6,17.6,34.406,301,301,1,5,0,5.015,,,,By MS/MS,By matching,By MS/MS,0,0,0,4.7,4.7,17.6,18531000,0,0,0,2813300,2892600,12825000,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,2090,1070;3145;9654,True;True;True,1124;3279;10150,5203;5204;5205;15444;50242,3984;11626;38217,3984;11626;38217,,,10090
Q9DBY8,Q9DBY8,2,2,2,Nuclear valosin-containing protein-like,Nvl,sp|Q9DBY8|NVL_MOUSE Nuclear valosin-containing protein-like OS=Mus musculus OX=10090 GN=Nvl PE=1 SV=1,1,2,2,2,1,0,0,1,2,2,1,0,0,1,2,2,1,0,0,1,2,2,3.3,3.3,3.3,94.475,855,855,1,6,0,4.682,By MS/MS,,,By matching,By MS/MS,By MS/MS,1.8,0,0,1.8,3.3,3.3,6720300,558750,0,0,1752900,1451800,2956900,0,0,0,0,0,0,1,0,0,0,2,0,3,,,,2091,5527;11011,True;True,5780;11561,28485;28486;28487;28488;57442;57443,21582;21583;43679,21583;43679,,,10090
Q9DBZ5,Q9DBZ5,2,2,2,Eukaryotic translation initiation factor 3 subunit K,Eif3k,sp|Q9DBZ5|EIF3K_MOUSE Eukaryotic translation initiation factor 3 subunit K OS=Mus musculus OX=10090 GN=Eif3k PE=1 SV=1,1,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,6.9,6.9,6.9,25.086,218,218,1,13,0,18.561,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.9,6.9,6.9,6.9,6.9,6.9,37748000,4049400,2613000,1475400,10677000,6090900,12842000,1540700,1538900,0,1292000,1529200,1149200,1,1,1,2,1,3,9,,,,2092,2900;10908,True;True,3022;11456,14205;14206;14207;14208;14209;14210;14211;14212;14213;14214;56873;56874;56875,10690;10691;10692;10693;10694;10695;10696;43261;43262,10693;43262,,,10090
Q9DC16,Q9DC16,2,2,2,Endoplasmic reticulum-Golgi intermediate compartment protein 1,Ergic1,sp|Q9DC16|ERGI1_MOUSE Endoplasmic reticulum-Golgi intermediate compartment protein 1 OS=Mus musculus OX=10090 GN=Ergic1 PE=1 SV=1,1,2,2,2,0,1,1,2,1,2,0,1,1,2,1,2,0,1,1,2,1,2,11.7,11.7,11.7,32.562,290,290,1,7,0.00054025,3.1591,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,3.4,8.3,11.7,8.3,11.7,5451000,0,99960,269270,2004500,1312200,1765100,0,0,0,0,0,0,0,1,1,1,1,1,5,,,,2093,2132;6380,True;True,2228;6671,10354;10355;10356;32890;32891;32892;32893,7777;7778;24806;24807;24808,7778;24808,,,10090
Q9DC28;Q9JMK2,Q9DC28;Q9JMK2,2;1,2;1,2;1,Casein kinase I isoform delta;Casein kinase I isoform epsilon,Csnk1d;Csnk1e,sp|Q9DC28|KC1D_MOUSE Casein kinase I isoform delta OS=Mus musculus OX=10090 GN=Csnk1d PE=1 SV=2;sp|Q9JMK2|KC1E_MOUSE Casein kinase I isoform epsilon OS=Mus musculus OX=10090 GN=Csnk1e PE=1 SV=2,2,2,2,2,1,1,0,1,1,2,1,1,0,1,1,2,1,1,0,1,1,2,6,6,6,47.316,415,415;416,1,6,0.00099256,2.5063,By MS/MS,By MS/MS,,By matching,By MS/MS,By MS/MS,2.7,2.7,0,2.7,3.4,6,220430,63782,74847,0,48317,0,33487,0,0,0,0,0,0,0,1,0,0,1,1,3,,,,2094,2705;9299,True;True,2819;9779,13226;13227;48449;48450;48451;48452,9936;9937;36824,9937;36824,,,10090;10090
Q9DC61,Q9DC61,1,1,1,Mitochondrial-processing peptidase subunit alpha,Pmpca,sp|Q9DC61|MPPA_MOUSE Mitochondrial-processing peptidase subunit alpha OS=Mus musculus OX=10090 GN=Pmpca PE=1 SV=1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,2.7,2.7,2.7,58.278,524,524,1,5,0.0032318,2.0552,By matching,By matching,,By MS/MS,By matching,By MS/MS,2.7,2.7,0,2.7,2.7,2.7,4752500,442010,472470,0,1205900,705880,1926200,0,0,0,0,0,0,0,0,0,1,0,1,2,,,,2095,9005,TRUE,9463,46859;46860;46861;46862;46863,35508;35509,35509,,,10090
Q9DC69,Q9DC69,1,1,1,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",Ndufa9,"sp|Q9DC69|NDUA9_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS=Mus musculus OX=10090 GN=Ndufa9 PE=1 SV=2",1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,3.4,3.4,3.4,42.525,377,377,1,3,0,4.0764,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,3.4,3.4,3.4,4736600,0,0,0,1412400,1472300,1851900,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,2096,6909,TRUE,7274,35943;35944;35945,27313;27314;27315,27315,,,10090
Q9DCA5,Q9DCA5,3,3,3,Ribosome biogenesis protein BRX1 homolog,Brix1,sp|Q9DCA5|BRX1_MOUSE Ribosome biogenesis protein BRX1 homolog OS=Mus musculus OX=10090 GN=Brix1 PE=1 SV=3,1,3,3,3,2,3,3,3,2,3,2,3,3,3,2,3,2,3,3,3,2,3,15,15,15,41.241,353,353,1,16,0,15.047,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.2,15,15,15,15,15,22466000,735270,3298200,1922900,4995300,3855800,7659000,767710,1023100,1284300,687900,603840,869930,1,2,2,1,1,2,9,,,,2097,3190;7315;9329,True;True;True,3324;7705;9810,15658;15659;15660;15661;15662;15663;38152;38153;38154;38155;38156;48620;48621;48622;48623;48624,11794;11795;11796;11797;11798;11799;11800;28971;36963,11800;28971;36963,,,10090
Q9DCC4,Q9DCC4,4,4,4,Pyrroline-5-carboxylate reductase 3,Pycrl,sp|Q9DCC4|P5CR3_MOUSE Pyrroline-5-carboxylate reductase 3 OS=Mus musculus OX=10090 GN=Pycr3 PE=1 SV=2,1,4,4,4,2,3,3,4,3,4,2,3,3,4,3,4,2,3,3,4,3,4,17.9,17.9,17.9,28.721,274,274,1,19,0,7.5445,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,8,10.9,10.9,17.9,10.9,17.9,40635000,856990,944630,682160,15139000,3358600,19654000,1262200,1314500,1340800,1647400,1676900,1469300,1,2,2,3,3,3,14,,,,2098,2991;3772;9148;9961,True;True;True;True,3114;3938;9614;10468,14656;14657;14658;14659;14660;14661;18754;18755;18756;18757;18758;18759;47538;47539;51809;51810;51811;51812;51813,11036;14246;14247;14248;14249;14250;14251;36032;36033;39407;39408;39409;39410;39411,11036;14249;36032;39410,,,10090
Q9DCD0,Q9DCD0,11,11,11,"6-phosphogluconate dehydrogenase, decarboxylating",Pgd,"sp|Q9DCD0|6PGD_MOUSE 6-phosphogluconate dehydrogenase, decarboxylating OS=Mus musculus OX=10090 GN=Pgd PE=1 SV=3",1,11,11,11,8,8,7,11,11,11,8,8,7,11,11,11,8,8,7,11,11,11,29.2,29.2,29.2,53.247,483,483,1,72,0,121.15,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,20.9,20.9,18.6,29.2,29.2,29.2,326770000,21870000,27050000,9226100,89667000,68374000,110580000,5765500,6042600,5353000,5481700,5322300,5461200,9,10,8,12,14,14,67,,,,2099,245;2909;3349;3361;4081;7114;8430;9704;9822;10771;10958,True;True;True;True;True;True;True;True;True;True;True,258;3031;3492;3493;3505;3506;4256;4257;7493;8858;10200;10324;11311;11508,1222;1223;1224;1225;14251;14252;14253;14254;14255;14256;16461;16462;16463;16464;16465;16518;16519;16520;16521;16522;16523;16524;16525;16526;16527;16528;20442;20443;20444;20445;20446;20447;20448;20449;37106;37107;37108;37109;37110;37111;43793;43794;43795;43796;43797;43798;50471;50472;50473;50474;50475;50476;51084;51085;51086;56154;56155;56156;56157;56158;57158;57159;57160;57161;57162;57163;57164;57165;57166;57167;57168;57169,947;948;949;10724;10725;10726;10727;10728;10729;10730;12442;12443;12444;12445;12446;12447;12448;12486;12487;12488;12489;12490;12491;12492;12493;12494;15594;15595;15596;15597;15598;15599;15600;15601;28215;28216;28217;28218;28219;28220;32867;32868;32869;32870;32871;32872;38378;38379;38380;38381;38382;38383;38843;38844;42725;42726;43477;43478;43479;43480;43481;43482;43483;43484;43485;43486;43487,947;10730;12446;12491;15601;28218;32871;38378;38843;42726;43477,789;790;791,216;340;437,10090
Q9DCD2,Q9DCD2,1,1,1,Pre-mRNA-splicing factor SYF1,Xab2,sp|Q9DCD2|SYF1_MOUSE Pre-mRNA-splicing factor SYF1 OS=Mus musculus OX=10090 GN=Xab2 PE=1 SV=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,1.2,1.2,99.986,855,855,1,6,0.0036314,1.9561,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.2,1.2,1.2,1.2,1.2,1.2,4642800,362990,380820,295960,1136000,1174800,1292300,0,0,0,0,0,0,2,1,1,1,0,1,6,,,,2100,655,TRUE,690,3182;3183;3184;3185;3186;3187,2423;2424;2425;2426;2427;2428;2429,2428,,,10090
Q9DCD5,Q9DCD5,2,2,2,Tight junction-associated protein 1,Tjap1,sp|Q9DCD5|TJAP1_MOUSE Tight junction-associated protein 1 OS=Mus musculus OX=10090 GN=Tjap1 PE=1 SV=1,1,2,2,2,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,4.1,4.1,4.1,59.419,539,539,1,3,0.001005,2.6281,,,,By matching,By MS/MS,By MS/MS,0,0,0,4.1,4.1,2.2,1844200,0,0,0,807930,1036200,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,,,2101,1813;5449,True;True,1899;5699,8858;8859;28122,6701;21314,6701;21314,,,10090
Q9DCE5,Q9DCE5,2,2,2,p21-activated protein kinase-interacting protein 1,Pak1ip1,sp|Q9DCE5|PK1IP_MOUSE p21-activated protein kinase-interacting protein 1 OS=Mus musculus OX=10090 GN=Pak1ip1 PE=1 SV=2,1,2,2,2,0,0,0,2,1,2,0,0,0,2,1,2,0,0,0,2,1,2,13.9,13.9,13.9,42.116,382,382,1,5,0,17.836,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,13.9,7.9,13.9,8968500,0,0,0,3695500,2112100,3160900,0,0,0,0,0,0,0,0,0,1,0,1,2,,,,2102,1168;8479,True;True,1225;8910,5641;5642;44014;44015;44016,4303;4304;33044;33045,4303;33045,,,10090
