Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides A1,Peptides A2,Peptides A3,Peptides C1,Peptides C2,Peptides C3,Razor + unique peptides A1,Razor + unique peptides A2,Razor + unique peptides A3,Razor + unique peptides C1,Razor + unique peptides C2,Razor + unique peptides C3,Unique peptides A1,Unique peptides A2,Unique peptides A3,Unique peptides C1,Unique peptides C2,Unique peptides C3,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Q-value,Score,Identification type A1,Identification type A2,Identification type A3,Identification type C1,Identification type C2,Identification type C3,Sequence coverage A1 [%],Sequence coverage A2 [%],Sequence coverage A3 [%],Sequence coverage C1 [%],Sequence coverage C2 [%],Sequence coverage C3 [%],Intensity,Intensity A1,Intensity A2,Intensity A3,Intensity C1,Intensity C2,Intensity C3,LFQ intensity A1,LFQ intensity A2,LFQ intensity A3,LFQ intensity C1,LFQ intensity C2,LFQ intensity C3,MS/MS count A1,MS/MS count A2,MS/MS count A3,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Taxonomy IDs
Q64520,Q64520,3,3,3,Guanylate kinase,Guk1,sp|Q64520|KGUA_MOUSE Guanylate kinase OS=Mus musculus OX=10090 GN=Guk1 PE=1 SV=2,1,3,3,3,0,0,0,2,3,2,0,0,0,2,3,2,0,0,0,2,3,2,25.8,25.8,25.8,21.918,198,198,1,7,0,37.787,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,17.7,25.8,17.7,15751000,0,0,0,4218700,8339500,3193100,0,0,0,215400,207860,228900,0,0,0,2,3,2,7,,,,1140,266;5701;7372,True;True;True,273;5925;7717,1001;23291;23292;23293;30531;30532;30533,798;18097;18098;18099;23866;23867;23868,798;18098;23867,,,-1
Q64674,Q64674,10,10,10,Spermidine synthase,Srm,sp|Q64674|SPEE_MOUSE Spermidine synthase OS=Mus musculus OX=10090 GN=Srm PE=1 SV=1,1,10,10,10,8,4,7,9,10,10,8,4,7,9,10,10,8,4,7,9,10,10,30.1,30.1,30.1,33.995,302,302,1,56,0,100.74,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,27.5,10.6,27.5,29.8,30.1,30.1,208570000,9213000,1780600,3712800,68189000,92377000,33303000,1161600,1115600,1299200,1882000,1892100,1364400,6,1,3,9,8,6,33,,,,1141,24;2019;2134;2557;4858;5333;6714;7373;10547;11348,True;True;True;True;True;True;True;True;True;True,25;2094;2213;2654;5054;5545;6978;7718;7719;11034;11871,81;82;83;84;85;86;7847;7848;7849;7850;8295;8296;8297;9992;9993;9994;19759;19760;19761;19762;21802;21803;21804;21805;21806;21807;21808;21809;21810;21811;27462;27463;27464;27465;27466;27467;30534;30535;30536;30537;30538;30539;30540;30541;44047;44048;44049;44050;44051;44052;47423;47424;47425;47426;47427;47428,70;71;6061;6062;6063;6397;7745;15443;15444;16953;16954;16955;16956;21266;21267;21268;21269;23869;23870;23871;23872;23873;23874;23875;23876;23877;34553;34554;34555;34556;34557;37197;37198;37199;37200;37201;37202,71;6061;6397;7745;15443;16954;21268;23873;34556;37200,559;560,140;274,-1
Q64727,Q64727,13,13,13,Vinculin,Vcl,sp|Q64727|VINC_MOUSE Vinculin OS=Mus musculus OX=10090 GN=Vcl PE=1 SV=4,1,13,13,13,10,7,6,11,12,11,10,7,6,11,12,11,10,7,6,11,12,11,15.5,15.5,15.5,116.72,1066,1066,1,69,0,115.51,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,12.2,8.7,7.7,12.9,14.3,13.1,201250000,11111000,3047100,3613400,58132000,80713000,44637000,1372600,1647100,1598700,1303100,1331900,1433100,9,5,5,10,13,11,53,,,,1142,409;672;838;1891;1942;4480;6050;7050;7402;8063;8968;10345;10581,True;True;True;True;True;True;True;True;True;True;True;True;True,422;697;869;1962;2013;4662;6290;7371;7372;7749;8433;9373;10817;11069,1576;1577;1578;1579;1580;2565;2566;2567;2568;2569;2570;3173;3174;7377;7378;7379;7552;7553;7554;7555;7556;7557;18149;18150;18151;18152;18153;18154;24764;24765;24766;24767;24768;24769;28843;28844;28845;28846;28847;28848;28849;28850;28851;28852;28853;28854;28855;28856;28857;28858;28859;28860;30670;30671;30672;30673;33266;37015;37016;37017;43096;43097;43098;43099;43100;43101;44178;44179;44180,1227;1228;1229;1230;1231;2004;2005;2006;2007;2008;2009;2468;5735;5736;5737;5855;5856;5857;5858;5859;5860;14250;14251;14252;14253;14254;19234;19235;19236;19237;19238;19239;22265;22266;22267;22268;22269;23985;23986;23987;25867;28609;28610;28611;33837;33838;33839;33840;33841;33842;34661;34662;34663,1229;2009;2468;5735;5857;14253;19237;22269;23986;25867;28610;33842;34661,561,237,-1
Q64737,Q64737,10,10,10,Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase,Gart,sp|Q64737|PUR2_MOUSE Trifunctional purine biosynthetic protein adenosine-3 OS=Mus musculus OX=10090 GN=Gart PE=1 SV=3,1,10,10,10,6,5,7,6,7,6,6,5,7,6,7,6,6,5,7,6,7,6,10.2,10.2,10.2,107.5,1010,1010,1,37,0,74.69,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,6.6,4.6,7.3,5.4,6.7,5.4,36865000,3366000,739410,1418900,9473100,14188000,7679300,532720,368920,384780,311640,285510,336050,7,1,2,5,6,4,25,,,,1143,27;837;1695;2426;3534;3787;4371;4725;8224;10603,True;True;True;True;True;True;True;True;True;True,28;868;1758;2516;3664;3932;4541;4917;8598;11093,94;95;3172;6549;6550;6551;6552;9455;9456;9457;9458;9459;9460;13923;15032;15033;15034;15035;15036;15037;17498;17499;17500;17501;17502;17503;19214;19215;19216;19217;19218;33928;33929;44274;44275;44276;44277,79;80;2467;5108;5109;7339;7340;7341;7342;7343;10821;11700;11701;11702;11703;13702;13703;15047;15048;26329;26330;34733;34734;34735;34736,79;2467;5108;7342;10821;11701;13703;15047;26330;34736,,,-1
Q65Z40,Q65Z40,1,1,1,Wings apart-like protein homolog,Wapal,sp|Q65Z40|WAPL_MOUSE Wings apart-like protein homolog OS=Mus musculus OX=10090 GN=Wapl PE=1 SV=2,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.1,2.1,2.1,134.07,1200,1200,1,1,0.0018433,8.0526,,,,By MS/MS,,,0,0,0,2.1,0,0,531840,0,0,0,531840,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,1144,5607,TRUE,5828,22929,17798,17798,,,-1
Q66JQ7,Q66JQ7,1,1,1,Protein CASC5,Casc5,sp|Q66JQ7|KNL1_MOUSE Kinetochore scaffold 1 OS=Mus musculus OX=10090 GN=Knl1 PE=1 SV=3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1.2,1.2,1.2,179.33,1612,1612,1,3,0.0018075,7.5993,,,,By matching,By matching,By MS/MS,0,0,0,1.2,1.2,1.2,3252000,0,0,0,1233700,1315600,702650,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,1145,3644,TRUE,3778,14390;14391;14392,11202,11202,,,-1
Q68ED7,Q68ED7,1,1,1,CREB-regulated transcription coactivator 1,Crtc1,sp|Q68ED7|CRTC1_MOUSE CREB-regulated transcription coactivator 1 OS=Mus musculus OX=10090 GN=Crtc1 PE=1 SV=1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,3,3,3,66.944,630,630,1,3,0.0044319,6.3221,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,3,3,3,1502100,0,0,0,589480,487120,425530,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,1146,7608,TRUE,7963,31462;31463;31464,24558;24559;24560,24559,,,-1
Q68EF0,Q68EF0,1,1,1,Rab-3A-interacting protein,Rab3ip,sp|Q68EF0|RAB3I_MOUSE Rab-3A-interacting protein OS=Mus musculus OX=10090 GN=Rab3ip PE=1 SV=1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1.9,1.9,1.9,47.133,428,428,1,2,0.0047981,6.2666,,,,,By MS/MS,By MS/MS,0,0,0,0,1.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,,,1147,9133,TRUE,9549,37638;37639,29076;29077,29076,,,-1
Q68FD5,Q68FD5,21,21,21,Clathrin heavy chain 1,Cltc,sp|Q68FD5|CLH1_MOUSE Clathrin heavy chain 1 OS=Mus musculus OX=10090 GN=Cltc PE=1 SV=3,1,21,21,21,21,5,12,13,15,11,21,5,12,13,15,11,21,5,12,13,15,11,14.5,14.5,14.5,191.55,1675,1675,1,77,0,286.59,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,14.5,3.7,8.4,10.1,11.5,8.1,131800000,33289000,913520,7039500,28195000,48091000,14272000,1980100,347290,1284700,377070,449480,270350,20,2,9,10,11,5,57,,,,1148,210;428;429;1640;1683;3523;3537;3538;4719;4860;5840;6142;7344;7348;8309;8446;9352;10374;10806;10872;10999,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,216;442;443;1700;1745;3653;3667;3668;4911;5056;6070;6383;7689;7693;8683;8825;9772;10848;11309;11377;11504,785;786;787;1657;1658;1659;1660;1661;1662;1663;1664;6319;6320;6321;6322;6487;6488;6489;13884;13885;13886;13887;13888;13889;13930;13931;13932;19185;19186;19187;19188;19189;19766;19767;19768;19769;19770;23887;23888;23889;23890;23891;23892;25115;25116;25117;25118;25119;30415;30416;30417;30434;30435;30436;30437;30438;30439;34282;34283;34284;34285;34864;38747;38748;38749;38750;38751;43220;43221;43222;45105;45389;45847;45848;45849;45850;45851,617;618;619;1288;1289;1290;1291;1292;1293;1294;1295;1296;4915;5058;10792;10793;10828;10829;10830;15032;15033;15034;15449;15450;15451;15452;15453;18590;18591;19516;19517;19518;19519;19520;23758;23770;23771;23772;23773;23774;23775;26577;26578;26579;26580;26986;30242;30243;30244;30245;33925;33926;35368;35599;35926;35927;35928,618;1289;1293;4915;5058;10793;10828;10829;15032;15450;18591;19517;23758;23772;26579;26986;30243;33925;35368;35599;35927,,,-1
Q68FE6,Q68FE6,1,1,1,Protein FAM65A,Fam65a,sp|Q68FE6|RIPR1_MOUSE Rho family-interacting cell polarization regulator 1 OS=Mus musculus OX=10090 GN=Ripor1 PE=1 SV=2,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0.7,0.7,0.7,132.35,1223,1223,1,4,0.0017079,6.7727,By MS/MS,,,By MS/MS,By MS/MS,By MS/MS,0.7,0,0,0.7,0.7,0.7,1566000,77512,0,0,571770,616400,300280,0,0,0,0,0,0,0,0,0,1,1,1,3,,,,1149,9006,TRUE,9412,37172;37173;37174;37175,28723;28724;28725,28723,,,-1
Q68FF6,Q68FF6,3,3,3,ARF GTPase-activating protein GIT1,Git1,sp|Q68FF6|GIT1_MOUSE ARF GTPase-activating protein GIT1 OS=Mus musculus OX=10090 GN=Git1 PE=1 SV=1,1,3,3,3,1,0,0,2,3,3,1,0,0,2,3,3,1,0,0,2,3,3,6.4,6.4,6.4,85.299,770,770,1,9,0,18.387,By matching,,,By MS/MS,By MS/MS,By MS/MS,1.2,0,0,4.5,6.4,6.4,11515000,97036,0,0,509760,6859500,4049200,0,0,0,0,225640,216190,0,0,0,1,2,2,5,,,,1150,6424;7616;9011,True;True;True,6679;7972;9417,26221;26222;26223;26224;31488;31489;31490;37198;37199,20378;20379;20380;24576;28740,20379;24576;28740,,,-1
Q68FF7,Q68FF7,1,1,1,SLAIN motif-containing protein 1,Slain1,sp|Q68FF7|SLAI1_MOUSE SLAIN motif-containing protein 1 OS=Mus musculus OX=10090 GN=Slain1 PE=1 SV=1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3.1,3.1,3.1,61.307,579,579,1,1,0.0018605,8.3601,,,,,,By MS/MS,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,1151,9282,TRUE,9701,38179,29496,29496,,,-1
Q80SW1;Q68FL4,Q80SW1;Q68FL4,1;1,1;1,1;1,Putative adenosylhomocysteinase 2;Putative adenosylhomocysteinase 3,Ahcyl1;Ahcyl2,sp|Q80SW1|SAHH2_MOUSE S-adenosylhomocysteine hydrolase-like protein 1 OS=Mus musculus OX=10090 GN=Ahcyl1 PE=1 SV=1;sp|Q68FL4|SAHH3_MOUSE Putative adenosylhomocysteinase 3 OS=Mus musculus OX=10090 GN=Ahcyl2 PE=1 SV=1,2,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,2.3,2.3,2.3,58.951,530,530;613,1,2,0.0019029,9.6339,,,,,By MS/MS,By matching,0,0,0,0,2.3,2.3,8465200,0,0,0,0,4650500,3814700,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,1152,3060,TRUE,3170,12068;12069,9388,9388,,,-1;-1
Q68FL6,Q68FL6,15,15,15,"Methionine--tRNA ligase, cytoplasmic",Mars,"sp|Q68FL6|SYMC_MOUSE Methionine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Mars1 PE=1 SV=1",1,15,15,15,14,6,7,11,10,7,14,6,7,11,10,7,14,6,7,11,10,7,19,19,19,101.43,902,902,1,64,0,124.45,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,17.7,7,8.1,14.4,13.2,9,103050000,23392000,1225300,3750200,27663000,36786000,10236000,1675500,547130,1108100,493360,466590,287570,13,2,5,9,9,6,44,,,,1153,1349;3604;3635;4167;4882;5629;5719;6509;7360;7841;8336;9280;9281;10594;10970,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1397;3737;3769;4328;5079;5851;5943;6770;7705;8203;8710;9699;9700;11083;11475,5126;5127;5128;5129;14202;14203;14365;16663;16664;16665;16666;16667;16668;19880;19881;23012;23013;23014;23015;23016;23017;23351;23352;23353;23354;26595;26596;26597;26598;26599;26600;30484;30485;30486;30487;32416;32417;34391;34392;34393;34394;34395;34396;38174;38175;38176;38177;38178;44229;44230;44231;44232;44233;44234;44235;44236;44237;44238;44239;44240;44241;44242;45735;45736,4008;4009;4010;11060;11061;11182;13070;13071;13072;13073;13074;15538;17864;17865;17866;18139;18140;18141;18142;20637;20638;20639;23836;23837;25249;26653;26654;26655;26656;29491;29492;29493;29494;29495;34700;34701;34702;34703;34704;34705;34706;34707;34708;34709;35850;35851,4008;11060;11182;13071;15538;17865;18140;20638;23836;25249;26655;29493;29495;34702;35850,562,554,-1
Q69ZQ2,Q69ZQ2,1,1,1,Pre-mRNA-splicing factor ISY1 homolog,Isy1,sp|Q69ZQ2|ISY1_MOUSE Pre-mRNA-splicing factor ISY1 homolog OS=Mus musculus OX=10090 GN=Isy1 PE=1 SV=2,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,6.7,6.7,6.7,32.989,285,285,1,3,0.0021204,6.706,,,,By MS/MS,By matching,By MS/MS,0,0,0,6.7,6.7,6.7,2082100,0,0,0,650030,775160,656950,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,1154,2457,TRUE,2549,9601;9602;9603,7452,7452,,,-1
Q69ZS7,Q69ZS7,5,5,5,HBS1-like protein,Hbs1l,sp|Q69ZS7|HBS1L_MOUSE HBS1-like protein OS=Mus musculus OX=10090 GN=Hbs1l PE=1 SV=2,1,5,5,5,1,0,0,4,4,5,1,0,0,4,4,5,1,0,0,4,4,5,12.8,12.8,12.8,75.1,682,682,1,15,0,87.538,By MS/MS,,,By MS/MS,By MS/MS,By MS/MS,3.7,0,0,10.1,10.1,12.8,52770000,326680,0,0,19404000,22795000,10244000,0,0,0,926920,797900,670230,1,0,0,3,3,4,11,,,,1155,591;2206;4384;8159;8160,True;True;True;True;True,615;2289;4554;8530;8531,2257;2258;2259;2260;8583;17562;17563;17564;33646;33647;33648;33649;33650;33651;33652,1761;1762;1763;6614;13754;13755;13756;26131;26132;26133;26134,1762;6614;13754;26131;26133,,,-1
Q69ZW3,Q69ZW3,2,2,2,EH domain-binding protein 1,Ehbp1,sp|Q69ZW3|EHBP1_MOUSE EH domain-binding protein 1 OS=Mus musculus OX=10090 GN=Ehbp1 PE=1 SV=3,1,2,2,2,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,1,1,2,2.5,2.5,2.5,139.1,1231,1231,1,4,0.00049677,11.468,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,0.8,1.7,2.5,3628800,0,0,0,1145400,1088300,1395100,0,0,0,0,0,0,0,0,0,1,1,0,2,,,,1156,7792;8833,True;True,8154;9231,32224;32225;36460;36461,25096;28181,25096;28181,,,-1
Q6A009,Q6A009,2,2,2,E3 ubiquitin-protein ligase listerin,Ltn1,sp|Q6A009|LTN1_MOUSE E3 ubiquitin-protein ligase listerin OS=Mus musculus OX=10090 GN=Ltn1 PE=1 SV=3,1,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1.4,1.4,1.4,198.92,1767,1767,1,2,0.0014416,10.593,By MS/MS,,,,,,1.4,0,0,0,0,0,239900,239900,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,,,,1157,2202;8883,True;True,2285;9281,8574;36637,6607;28313,6607;28313,,,-1
Q6A026,Q6A026,3,3,3,Sister chromatid cohesion protein PDS5 homolog A,Pds5a,sp|Q6A026|PDS5A_MOUSE Sister chromatid cohesion protein PDS5 homolog A OS=Mus musculus OX=10090 GN=Pds5a PE=1 SV=3,1,3,3,3,3,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,3.3,3.3,3.3,150.33,1332,1332,1,4,0,17.184,By MS/MS,,,,By MS/MS,,3.3,0,0,0,1.9,0,1589000,1154500,0,0,0,434480,0,0,0,0,0,0,0,2,0,0,0,1,0,3,,,,1158,4047;6185;9328,True;True;True,4204;6429;9748,16140;25301;25302;38356,12634;19639;29641,12634;19639;29641,,,-1
Q6A065;Q80U49,Q6A065,23;1,23;1,23;1,Centrosomal protein of 170 kDa,Cep170,sp|Q6A065|CE170_MOUSE Centrosomal protein of 170 kDa OS=Mus musculus OX=10090 GN=Cep170 PE=1 SV=2,2,23,23,23,5,1,3,20,23,22,5,1,3,20,23,22,5,1,3,20,23,22,18.3,18.3,18.3,175.05,1588,1588;1574,1,83,0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.3,1.2,3.3,17.2,18.3,17.8,288150000,867680,79204,278130,98340000,110110000,78474000,45491,0,33934,1019000,922980,1307900,2,0,0,18,23,26,69,,,,1159,1107;1355;1561;1582;2017;2433;2602;2629;3363;3990;4272;4457;4616;7942;8146;8147;8205;8701;8702;9353;9856;10266;11049,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1150;1403;1618;1639;2092;2524;2699;2726;3485;4147;4437;4638;4804;8307;8517;8518;8579;9094;9095;9773;10309;10737;11555,4229;4230;4231;5155;5156;5157;6007;6008;6009;6010;6083;6084;6085;6086;7840;7841;7842;7843;9503;9504;9505;10177;10178;10179;10280;10281;13222;13223;13224;13225;15934;17097;17098;18054;18055;18056;18057;18723;18724;18725;32807;32808;32809;33607;33608;33609;33610;33611;33612;33613;33614;33615;33616;33617;33853;33854;33855;35921;35922;35923;35924;35925;35926;38752;38753;38754;38755;38756;38757;38758;38759;38760;40975;40976;40977;40978;40979;42798;42799;42800;46022;46023;46024,3316;4030;4031;4032;4033;4034;4035;4682;4732;4733;4734;6055;6056;7384;7385;7386;7870;7871;7872;7963;7964;10271;10272;10273;12462;13405;14176;14177;14178;14179;14682;14683;14684;25544;25545;26104;26105;26106;26107;26108;26109;26273;26274;26275;26276;26277;27764;27765;27766;27767;27768;27769;27770;30246;30247;30248;30249;30250;30251;30252;32093;32094;32095;33592;33593;33594;33595;36066;36067,3316;4032;4682;4732;6056;7385;7872;7963;10272;12462;13405;14178;14684;25545;26108;26109;26275;27766;27767;30247;32095;33592;36066,,,-1;-1
Q6A068,Q6A068,5,5,5,Cell division cycle 5-like protein,Cdc5l,sp|Q6A068|CDC5L_MOUSE Cell division cycle 5-like protein OS=Mus musculus OX=10090 GN=Cdc5l PE=1 SV=2,1,5,5,5,2,1,1,4,5,4,2,1,1,4,5,4,2,1,1,4,5,4,13.3,13.3,13.3,92.188,802,802,1,17,0,31.753,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.5,1.9,1.9,10.6,13.3,10.6,28146000,304680,50222,88637,8720200,11126000,7856300,239790,0,0,272350,310260,332460,0,0,0,4,5,2,11,,,,1160,1202;5007;5157;7477;8832,True;True;True;True;True,1247;5210;5365;7828;9230,4594;4595;4596;20462;20463;20464;20465;21074;30956;30957;30958;36454;36455;36456;36457;36458;36459,3594;3595;15981;15982;16409;24186;24187;24188;24189;28179;28180,3594;15982;16409;24186;28180,,,-1
Q6A098,Q6A098,2,2,2,Selenocysteine insertion sequence-binding protein 2-like,Secisbp2l,sp|Q6A098|SBP2L_MOUSE Selenocysteine insertion sequence-binding protein 2-like OS=Mus musculus OX=10090 GN=Secisbp2l PE=1 SV=2,1,2,2,2,0,0,0,1,2,1,0,0,0,1,2,1,0,0,0,1,2,1,3.9,3.9,3.9,119.64,1086,1086,1,4,0.00049652,11.459,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,1.1,3.9,1.1,1109400,0,0,0,205560,717870,185930,0,0,0,0,0,0,0,0,0,1,2,0,3,,,,1161,2025;7588,True;True,2100;7943,7874;7875;7876;31389,6085;6086;24508,6085;24508,,,-1
Q6A0A2,Q6A0A2,6,6,6,La-related protein 4B,Larp4b,sp|Q6A0A2|LAR4B_MOUSE La-related protein 4B OS=Mus musculus OX=10090 GN=Larp4b PE=1 SV=2,1,6,6,6,0,1,1,5,4,6,0,1,1,5,4,6,0,1,1,5,4,6,10.5,10.5,10.5,81.626,741,741,1,17,0,58.249,,By matching,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0,2.3,1.2,9.2,8,10.5,54092000,0,133520,44880,20499000,20437000,12978000,0,0,0,627630,566690,616040,0,0,0,5,2,6,13,,,,1162,317;1743;4531;5111;7321;8992,True;True;True;True;True;True,326;1807;4714;5316;7661;9398,1220;6742;6743;6744;18359;18360;18361;20876;20877;20878;30293;30294;30295;30296;37120;37121;37122,961;5249;5250;5251;14398;14399;16270;16271;16272;23678;23679;28691;28692,961;5250;14399;16272;23678;28692,,,-1
Q6A0A9,Q6A0A9,4,4,4,Constitutive coactivator of PPAR-gamma-like protein 1,FAM120A,sp|Q6A0A9|F120A_MOUSE Constitutive coactivator of PPAR-gamma-like protein 1 OS=Mus musculus OX=10090 GN=FAM120A PE=1 SV=2,1,4,4,4,3,1,1,2,2,1,3,1,1,2,2,1,3,1,1,2,2,1,6.6,6.6,6.6,121.64,1112,1112,1,10,0,24.871,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,By MS/MS,4.5,1.5,1.5,3.9,3.2,2.1,6484600,1501900,131380,219430,2016000,1942900,673030,0,0,0,0,0,0,2,0,0,2,2,1,7,,,,1163,7192;7933;9161;10213,True;True;True;True,7528;8298;9577;10680,29759;29760;32777;32778;32779;37728;37729;42561;42562;42563,23261;25519;25520;25521;25522;29149;33408,23261;25519;29149;33408,,,-1
Q6A4J8,Q6A4J8,2,2,2,Ubiquitin carboxyl-terminal hydrolase 7,Usp7,sp|Q6A4J8|UBP7_MOUSE Ubiquitin carboxyl-terminal hydrolase 7 OS=Mus musculus OX=10090 GN=Usp7 PE=1 SV=1,1,2,2,2,2,0,1,2,2,2,2,0,1,2,2,2,2,0,1,2,2,2,2.9,2.9,2.9,128.47,1103,1103,1,9,0,19.552,By MS/MS,,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.9,0,1.7,2.9,2.9,2.9,8981000,1238600,0,185590,2861900,3480700,1214200,377640,0,0,185530,186080,111480,2,0,0,2,2,2,8,,,,1164,2189;4410,True;True,2272;4590,8532;8533;8534;8535;17724;17725;17726;17727;17728,6579;6580;6581;6582;13863;13864;13865;13866,6580;13864,,,-1
Q6DFV3,Q6DFV3,5,5,5,Rho GTPase-activating protein 21,Arhgap21,sp|Q6DFV3|RHG21_MOUSE Rho GTPase-activating protein 21 OS=Mus musculus OX=10090 GN=Arhgap21 PE=1 SV=1,1,5,5,5,0,0,0,3,5,4,0,0,0,3,5,4,0,0,0,3,5,4,4.9,4.9,4.9,215.74,1944,1944,1,12,0,250.83,,,,By MS/MS,By MS/MS,By MS/MS,0,0,0,3,4.9,3.8,16040000,0,0,0,4005700,7835900,4198000,0,0,0,166480,167290,172430,0,0,0,3,4,3,10,,,,1165,59;290;1271;2882;9965,True;True;True;True;True,61;298;1318;2987;10424,216;217;1106;1107;1108;4844;11294;11295;11296;41404;41405;41406,170;171;880;881;882;3780;8784;32415;32416;32417,170;882;3780;8784;32416,,,-1
Q6DFV7,Q6DFV7,2,2,2,Nuclear receptor coactivator 7,Ncoa7,sp|Q6DFV7|NCOA7_MOUSE Nuclear receptor coactivator 7 OS=Mus musculus OX=10090 GN=Ncoa7 PE=1 SV=2,1,2,2,2,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,2,1,0,3.7,3.7,3.7,106.36,943,943,1,3,0,11.954,,,,By MS/MS,By MS/MS,,0,0,0,3.7,2.1,0,5199500,0,0,0,3411800,1787600,0,0,0,0,0,0,0,0,0,0,2,1,0,3,,,,1166,2082;4544,True;True,2158;4728,8090;8091;18410,6245;6246;14438,6246;14438,,,-1
Q6DFW0,Q6DFW0,1,1,1,Protein C9orf72 homolog,,sp|Q6DFW0|CI072_MOUSE Guanine nucleotide exchange C9orf72 homolog OS=Mus musculus OX=10090 PE=1 SV=2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,5.4,5.4,5.4,54.277,481,481,1,2,0.009935,6.0051,,,,,By MS/MS,By MS/MS,0,0,0,0,5.4,5.4,5830700,0,0,0,0,3723100,2107600,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,1167,9508,TRUE,9938,39359;39360,30745,30745,,,-1
